,param,importance,dataset,algorithm
3901,('max_features'; 'n_estimators'),0.0105517693932836,jungle_chess_2pcs_raw_endgame_complete,GradientBoosting
3902,('learning_rate'; 'n_estimators'),0.0074346352076997,jungle_chess_2pcs_raw_endgame_complete,GradientBoosting
3903,('max_depth'; 'min_samples_leaf'),0.0072807374470705,jungle_chess_2pcs_raw_endgame_complete,GradientBoosting
3904,('max_depth'; 'min_samples_split'),0.0069543835801005,jungle_chess_2pcs_raw_endgame_complete,GradientBoosting
3905,('criterion'; 'max_depth'),0.0047111322553909,jungle_chess_2pcs_raw_endgame_complete,GradientBoosting
3906,('max_features'; 'min_samples_leaf'),0.0035554541522617,jungle_chess_2pcs_raw_endgame_complete,GradientBoosting
3907,('criterion'; 'max_features'; 'min_samples_leaf'),0.0003696596725865,jungle_chess_2pcs_raw_endgame_complete,GradientBoosting
3908,bootstrap,0.0013360078511824,jungle_chess_2pcs_raw_endgame_complete,ExtraTrees
3909,criterion,0.0018351848893847,jungle_chess_2pcs_raw_endgame_complete,ExtraTrees
3910,max_features,0.2184624943644859,jungle_chess_2pcs_raw_endgame_complete,ExtraTrees
3911,min_samples_leaf,0.2771148322094129,jungle_chess_2pcs_raw_endgame_complete,ExtraTrees
3912,min_samples_split,0.0311739539107128,jungle_chess_2pcs_raw_endgame_complete,ExtraTrees
3913,('min_samples_leaf'; 'min_samples_split'),0.1416853340696824,jungle_chess_2pcs_raw_endgame_complete,ExtraTrees
3914,('max_features'; 'min_samples_leaf'),0.1071266330654492,jungle_chess_2pcs_raw_endgame_complete,ExtraTrees
3915,('bootstrap'; 'min_samples_leaf'),0.0507613092332603,jungle_chess_2pcs_raw_endgame_complete,ExtraTrees
3916,('bootstrap'; 'max_features'),0.0177134666219104,jungle_chess_2pcs_raw_endgame_complete,ExtraTrees
3917,('max_features'; 'min_samples_split'),0.0135651241691582,jungle_chess_2pcs_raw_endgame_complete,ExtraTrees
3918,('criterion'; 'min_samples_leaf'),0.0034712689268375,jungle_chess_2pcs_raw_endgame_complete,ExtraTrees
3919,('criterion'; 'max_features'),0.001923425483436,jungle_chess_2pcs_raw_endgame_complete,ExtraTrees
3920,('bootstrap'; 'min_samples_split'),0.0014983514123379,jungle_chess_2pcs_raw_endgame_complete,ExtraTrees
3921,('criterion'; 'min_samples_split'),0.0014050255203798,jungle_chess_2pcs_raw_endgame_complete,ExtraTrees
3922,('bootstrap'; 'criterion'),0.0001120059576179,jungle_chess_2pcs_raw_endgame_complete,ExtraTrees
3923,('bootstrap'; 'max_features'; 'min_samples_leaf'),0.0382194230350803,jungle_chess_2pcs_raw_endgame_complete,ExtraTrees
3924,('bootstrap'; 'max_features'; 'min_samples_split'),0.002784072159345,jungle_chess_2pcs_raw_endgame_complete,ExtraTrees
3925,criterion,0.0005849177675989,jungle_chess_2pcs_raw_endgame_complete,DecisionTree
3926,max_features,0.894636417526324,jungle_chess_2pcs_raw_endgame_complete,DecisionTree
3927,min_samples_leaf,0.0297292236121203,jungle_chess_2pcs_raw_endgame_complete,DecisionTree
3928,min_samples_split,0.0024181505058432,jungle_chess_2pcs_raw_endgame_complete,DecisionTree
3929,('max_features'; 'min_samples_leaf'),0.0196181261704994,jungle_chess_2pcs_raw_endgame_complete,DecisionTree
3930,('max_features'; 'min_samples_split'),0.0102171162324365,jungle_chess_2pcs_raw_endgame_complete,DecisionTree
3931,('min_samples_leaf'; 'min_samples_split'),0.0091354049329686,jungle_chess_2pcs_raw_endgame_complete,DecisionTree
3932,('criterion'; 'max_features'),0.0014850031977268,jungle_chess_2pcs_raw_endgame_complete,DecisionTree
3933,('criterion'; 'min_samples_leaf'),0.0012625254915788,jungle_chess_2pcs_raw_endgame_complete,DecisionTree
3934,('criterion'; 'min_samples_split'),0.000858673486601,jungle_chess_2pcs_raw_endgame_complete,DecisionTree
3935,('criterion'; 'max_features'; 'min_samples_leaf'),0.0042824357680929,jungle_chess_2pcs_raw_endgame_complete,DecisionTree
3936,bootstrap,0.2510566832377037,jungle_chess_2pcs_raw_endgame_complete,RandomForest
3937,criterion,0.000216467687052,jungle_chess_2pcs_raw_endgame_complete,RandomForest
3938,max_features,0.2076482159781455,jungle_chess_2pcs_raw_endgame_complete,RandomForest
3939,min_samples_leaf,0.3219157959725281,jungle_chess_2pcs_raw_endgame_complete,RandomForest
3940,min_samples_split,0.0072862905722639,jungle_chess_2pcs_raw_endgame_complete,RandomForest
3941,('max_features'; 'min_samples_leaf'),0.0464714620132555,jungle_chess_2pcs_raw_endgame_complete,RandomForest
3942,('bootstrap'; 'min_samples_leaf'),0.0366713907102767,jungle_chess_2pcs_raw_endgame_complete,RandomForest
3943,('min_samples_leaf'; 'min_samples_split'),0.0287906325504708,jungle_chess_2pcs_raw_endgame_complete,RandomForest
3944,('bootstrap'; 'max_features'),0.0093467156119557,jungle_chess_2pcs_raw_endgame_complete,RandomForest
3945,('max_features'; 'min_samples_split'),0.0054351285305617,jungle_chess_2pcs_raw_endgame_complete,RandomForest
3946,('bootstrap'; 'min_samples_split'),0.0017201529276702,jungle_chess_2pcs_raw_endgame_complete,RandomForest
3947,('criterion'; 'min_samples_leaf'),0.0016159330929925,jungle_chess_2pcs_raw_endgame_complete,RandomForest
3948,('criterion'; 'max_features'),0.0010461441925203,jungle_chess_2pcs_raw_endgame_complete,RandomForest
3949,('bootstrap'; 'criterion'),0.0004165179993111,jungle_chess_2pcs_raw_endgame_complete,RandomForest
3950,('criterion'; 'min_samples_split'),0.000288770436235,jungle_chess_2pcs_raw_endgame_complete,RandomForest
3951,('bootstrap'; 'max_features'; 'min_samples_leaf'),0.0262011567295568,jungle_chess_2pcs_raw_endgame_complete,RandomForest
3952,('bootstrap'; 'max_features'; 'min_samples_split'),0.003839125154879,jungle_chess_2pcs_raw_endgame_complete,RandomForest
3953,C,0.000673172793895,jungle_chess_2pcs_raw_endgame_complete,SVM
3954,coef0,0.0026866106356873,jungle_chess_2pcs_raw_endgame_complete,SVM
3955,gamma,0.0200248247361256,jungle_chess_2pcs_raw_endgame_complete,SVM
3956,kernel,0.9559638580179216,jungle_chess_2pcs_raw_endgame_complete,SVM
3957,shrinking,1.8289994326439155e-06,jungle_chess_2pcs_raw_endgame_complete,SVM
3958,tol,0.0001775480433874,jungle_chess_2pcs_raw_endgame_complete,SVM
3959,('gamma'; 'kernel'),0.0102770748202431,jungle_chess_2pcs_raw_endgame_complete,SVM
3960,('coef0'; 'kernel'),0.0024589013387623,jungle_chess_2pcs_raw_endgame_complete,SVM
3961,('coef0'; 'gamma'),0.0022545850490217,jungle_chess_2pcs_raw_endgame_complete,SVM
3962,('C'; 'kernel'),0.0006396771959813,jungle_chess_2pcs_raw_endgame_complete,SVM
3963,('C'; 'gamma'),0.000278226826008,jungle_chess_2pcs_raw_endgame_complete,SVM
3964,('gamma'; 'tol'),0.0002193553610704,jungle_chess_2pcs_raw_endgame_complete,SVM
3965,('kernel'; 'tol'),0.0001615780189353,jungle_chess_2pcs_raw_endgame_complete,SVM
3966,('C'; 'coef0'),0.0001408244208817,jungle_chess_2pcs_raw_endgame_complete,SVM
3967,('coef0'; 'tol'),8.663237822247928e-05,jungle_chess_2pcs_raw_endgame_complete,SVM
3968,('C'; 'tol'),8.168541062358265e-05,jungle_chess_2pcs_raw_endgame_complete,SVM
3969,('C'; 'kernel'; 'gamma'),0.0002605251546542,jungle_chess_2pcs_raw_endgame_complete,SVM
3970,algorithm,0.037248641639743,file7a97574fa9ae,AdaBoost
3971,learning_rate,0.4393925815646772,file7a97574fa9ae,AdaBoost
3972,max_depth,0.2304044236069454,file7a97574fa9ae,AdaBoost
3973,n_estimators,0.0493559713990466,file7a97574fa9ae,AdaBoost
3974,('learning_rate'; 'max_depth'),0.0590125589521465,file7a97574fa9ae,AdaBoost
3975,('learning_rate'; 'n_estimators'),0.0316291487371067,file7a97574fa9ae,AdaBoost
3976,('algorithm'; 'max_depth'),0.0213312512201442,file7a97574fa9ae,AdaBoost
3977,('max_depth'; 'n_estimators'),0.0213002906792688,file7a97574fa9ae,AdaBoost
3978,('algorithm'; 'learning_rate'),0.0170624483647741,file7a97574fa9ae,AdaBoost
3979,('algorithm'; 'n_estimators'),0.0088512348061994,file7a97574fa9ae,AdaBoost
3980,('algorithm'; 'max_depth'; 'learning_rate'),0.0313936244550371,file7a97574fa9ae,AdaBoost
3981,criterion,0.0007415049648338,file7a97574fa9ae,GradientBoosting
3982,learning_rate,0.2152410103630794,file7a97574fa9ae,GradientBoosting
3983,max_depth,0.3118393824250156,file7a97574fa9ae,GradientBoosting
3984,max_features,0.0546446597320653,file7a97574fa9ae,GradientBoosting
3985,min_samples_leaf,0.0083307527125529,file7a97574fa9ae,GradientBoosting
3986,min_samples_split,0.0014394579027651,file7a97574fa9ae,GradientBoosting
3987,n_estimators,0.0067014059399132,file7a97574fa9ae,GradientBoosting
3988,('learning_rate'; 'max_depth'),0.079355117839729,file7a97574fa9ae,GradientBoosting
3989,('learning_rate'; 'n_estimators'),0.034296983378022,file7a97574fa9ae,GradientBoosting
3990,('learning_rate'; 'max_features'),0.0331527130062869,file7a97574fa9ae,GradientBoosting
3991,('learning_rate'; 'min_samples_leaf'),0.0302878574995604,file7a97574fa9ae,GradientBoosting
3992,('max_depth'; 'max_features'),0.0200737373020389,file7a97574fa9ae,GradientBoosting
3993,('max_depth'; 'n_estimators'),0.0069227922006442,file7a97574fa9ae,GradientBoosting
3994,('criterion'; 'learning_rate'),0.0061297181058219,file7a97574fa9ae,GradientBoosting
3995,('max_depth'; 'min_samples_leaf'),0.0055230265917074,file7a97574fa9ae,GradientBoosting
3996,('learning_rate'; 'min_samples_split'),0.0053190042934816,file7a97574fa9ae,GradientBoosting
3997,('max_features'; 'n_estimators'),0.0043423584898565,file7a97574fa9ae,GradientBoosting
3998,('criterion'; 'max_features'; 'min_samples_leaf'),0.0002054138720545,file7a97574fa9ae,GradientBoosting
3999,bootstrap,0.0493041792328819,file7a97574fa9ae,ExtraTrees
4000,criterion,9.61810394337994e-05,file7a97574fa9ae,ExtraTrees
4001,max_features,0.6355247962829351,file7a97574fa9ae,ExtraTrees
4002,min_samples_leaf,0.2265931094188822,file7a97574fa9ae,ExtraTrees
4003,min_samples_split,0.0021199426046346,file7a97574fa9ae,ExtraTrees
4004,('max_features'; 'min_samples_leaf'),0.0246749441227819,file7a97574fa9ae,ExtraTrees
4005,('bootstrap'; 'max_features'),0.0084423165041868,file7a97574fa9ae,ExtraTrees
4006,('max_features'; 'min_samples_split'),0.0067840290536955,file7a97574fa9ae,ExtraTrees
4007,('min_samples_leaf'; 'min_samples_split'),0.0042052231724369,file7a97574fa9ae,ExtraTrees
4008,('bootstrap'; 'min_samples_leaf'),0.0041291104095104,file7a97574fa9ae,ExtraTrees
4009,('criterion'; 'max_features'),0.0010355926245908,file7a97574fa9ae,ExtraTrees
4010,('bootstrap'; 'min_samples_split'),0.0005858748053762,file7a97574fa9ae,ExtraTrees
4011,('criterion'; 'min_samples_leaf'),0.0002926573252979,file7a97574fa9ae,ExtraTrees
4012,('criterion'; 'min_samples_split'),7.065721443917181e-05,file7a97574fa9ae,ExtraTrees
4013,('bootstrap'; 'criterion'),4.629237694422412e-05,file7a97574fa9ae,ExtraTrees
4014,('bootstrap'; 'max_features'; 'min_samples_leaf'),0.0145989817935909,file7a97574fa9ae,ExtraTrees
4015,('bootstrap'; 'max_features'; 'min_samples_split'),0.0021653421166967,file7a97574fa9ae,ExtraTrees
4016,criterion,0.0006503493720938,file7a97574fa9ae,DecisionTree
4017,max_features,0.845485042208161,file7a97574fa9ae,DecisionTree
4018,min_samples_leaf,0.0083895023457156,file7a97574fa9ae,DecisionTree
4019,min_samples_split,0.0033259947953556,file7a97574fa9ae,DecisionTree
4020,('max_features'; 'min_samples_split'),0.0367466939597186,file7a97574fa9ae,DecisionTree
4021,('max_features'; 'min_samples_leaf'),0.0359316566475349,file7a97574fa9ae,DecisionTree
4022,('criterion'; 'max_features'),0.0081771973646376,file7a97574fa9ae,DecisionTree
4023,('min_samples_leaf'; 'min_samples_split'),0.0069851151951821,file7a97574fa9ae,DecisionTree
4024,('criterion'; 'min_samples_leaf'),0.0023322088405186,file7a97574fa9ae,DecisionTree
4025,('criterion'; 'min_samples_split'),0.0013762374442877,file7a97574fa9ae,DecisionTree
4026,('criterion'; 'max_features'; 'min_samples_leaf'),0.0076416157270338,file7a97574fa9ae,DecisionTree
4027,bootstrap,0.0494048966888629,file7a97574fa9ae,RandomForest
4028,criterion,0.0180476916289856,file7a97574fa9ae,RandomForest
4029,max_features,0.529827878438904,file7a97574fa9ae,RandomForest
4030,min_samples_leaf,0.2478573730095455,file7a97574fa9ae,RandomForest
4031,min_samples_split,0.0025125252318146,file7a97574fa9ae,RandomForest
4032,('max_features'; 'min_samples_leaf'),0.0349346807850952,file7a97574fa9ae,RandomForest
4033,('bootstrap'; 'max_features'),0.0245892983769649,file7a97574fa9ae,RandomForest
4034,('criterion'; 'max_features'),0.0065958635276084,file7a97574fa9ae,RandomForest
4035,('max_features'; 'min_samples_split'),0.0057992205371607,file7a97574fa9ae,RandomForest
4036,('min_samples_leaf'; 'min_samples_split'),0.0047672621768369,file7a97574fa9ae,RandomForest
4037,('bootstrap'; 'min_samples_leaf'),0.0043433348001997,file7a97574fa9ae,RandomForest
4038,('criterion'; 'min_samples_leaf'),0.0031604426934969,file7a97574fa9ae,RandomForest
4039,('bootstrap'; 'min_samples_split'),0.0006770134494215,file7a97574fa9ae,RandomForest
4040,('criterion'; 'min_samples_split'),0.0006567466564794,file7a97574fa9ae,RandomForest
4041,('bootstrap'; 'criterion'),0.0005550748340767,file7a97574fa9ae,RandomForest
4042,('bootstrap'; 'max_features'; 'min_samples_leaf'),0.0148252188276388,file7a97574fa9ae,RandomForest
4043,('bootstrap'; 'max_features'; 'min_samples_split'),0.0026535689495298,file7a97574fa9ae,RandomForest
4044,C,0.0004686484662818,file7a97574fa9ae,SVM
4045,coef0,0.0007826593742689,file7a97574fa9ae,SVM
4046,gamma,0.2728084453174789,file7a97574fa9ae,SVM
4047,kernel,0.534874324738001,file7a97574fa9ae,SVM
4048,shrinking,7.4121816522834705e-06,file7a97574fa9ae,SVM
4049,tol,0.0019445586719288,file7a97574fa9ae,SVM
4050,('gamma'; 'kernel'),0.171193964528729,file7a97574fa9ae,SVM
4051,('coef0'; 'gamma'),0.0032481036834786,file7a97574fa9ae,SVM
4052,('kernel'; 'tol'),0.0020510503507741,file7a97574fa9ae,SVM
4053,('C'; 'gamma'),0.0016706509285874,file7a97574fa9ae,SVM
4054,('gamma'; 'tol'),0.0016653313651074,file7a97574fa9ae,SVM
4055,('coef0'; 'kernel'),0.0007497597191477,file7a97574fa9ae,SVM
4056,('C'; 'tol'),0.0007160266454679,file7a97574fa9ae,SVM
4057,('C'; 'kernel'),0.0003119703553525,file7a97574fa9ae,SVM
4058,('coef0'; 'tol'),0.0001668888652035,file7a97574fa9ae,SVM
4059,('gamma'; 'shrinking'),0.0001580714856059,file7a97574fa9ae,SVM
4060,('C'; 'kernel'; 'gamma'),0.0007975696733952,file7a97574fa9ae,SVM
4061,algorithm,0.0352340040619146,spambase,AdaBoost
4062,learning_rate,0.307113577515554,spambase,AdaBoost
4063,max_depth,0.2262014531885769,spambase,AdaBoost
4064,n_estimators,0.0727225756814334,spambase,AdaBoost
4065,('learning_rate'; 'max_depth'),0.0697084739487904,spambase,AdaBoost
4066,('learning_rate'; 'n_estimators'),0.0432445198923195,spambase,AdaBoost
4067,('max_depth'; 'n_estimators'),0.0423179162376584,spambase,AdaBoost
4068,('algorithm'; 'learning_rate'),0.0289804362616846,spambase,AdaBoost
4069,('algorithm'; 'max_depth'),0.0190145189282741,spambase,AdaBoost
4070,('algorithm'; 'n_estimators'),0.0105334935313627,spambase,AdaBoost
4071,('algorithm'; 'max_depth'; 'learning_rate'),0.037090192423914,spambase,AdaBoost
4072,criterion,0.000317552678186,spambase,GradientBoosting
4073,learning_rate,0.4672226409339129,spambase,GradientBoosting
4074,max_depth,0.0124796760101607,spambase,GradientBoosting
4075,max_features,0.0206502975164784,spambase,GradientBoosting
4076,min_samples_leaf,0.0112404241385309,spambase,GradientBoosting
4077,min_samples_split,0.0033062301579152,spambase,GradientBoosting
4078,n_estimators,0.0132308428722685,spambase,GradientBoosting
4079,('learning_rate'; 'n_estimators'),0.0659608320977762,spambase,GradientBoosting
4080,('learning_rate'; 'max_depth'),0.0594753097316812,spambase,GradientBoosting
4081,('learning_rate'; 'min_samples_leaf'),0.0462091509708697,spambase,GradientBoosting
4082,('learning_rate'; 'max_features'),0.0413785584281578,spambase,GradientBoosting
4083,('learning_rate'; 'min_samples_split'),0.0171693964815827,spambase,GradientBoosting
4084,('max_depth'; 'max_features'),0.0088683200840171,spambase,GradientBoosting
4085,('max_features'; 'n_estimators'),0.0064986697363976,spambase,GradientBoosting
4086,('max_features'; 'min_samples_split'),0.0056940062315441,spambase,GradientBoosting
4087,('max_depth'; 'n_estimators'),0.0051807364683376,spambase,GradientBoosting
4088,('max_features'; 'min_samples_leaf'),0.0044444103672521,spambase,GradientBoosting
4089,('criterion'; 'max_features'; 'min_samples_leaf'),5.07250759032228e-05,spambase,GradientBoosting
4090,bootstrap,0.0168558732385403,spambase,ExtraTrees
4091,criterion,0.0025977645503784,spambase,ExtraTrees
4092,max_features,0.3588700808420137,spambase,ExtraTrees
4093,min_samples_leaf,0.3958481263172689,spambase,ExtraTrees
4094,min_samples_split,0.0020221419897469,spambase,ExtraTrees
4095,('max_features'; 'min_samples_leaf'),0.1404529312335905,spambase,ExtraTrees
4096,('max_features'; 'min_samples_split'),0.0156461628797482,spambase,ExtraTrees
4097,('bootstrap'; 'max_features'),0.0074128531239234,spambase,ExtraTrees
4098,('min_samples_leaf'; 'min_samples_split'),0.005390419723333,spambase,ExtraTrees
4099,('bootstrap'; 'min_samples_leaf'),0.0034698355440787,spambase,ExtraTrees
4100,('criterion'; 'max_features'),0.0022942797899474,spambase,ExtraTrees
4101,('criterion'; 'min_samples_leaf'),0.0010414969568801,spambase,ExtraTrees
4102,('bootstrap'; 'min_samples_split'),0.0005233011692658,spambase,ExtraTrees
4103,('bootstrap'; 'criterion'),0.0003502995316681,spambase,ExtraTrees
4104,('criterion'; 'min_samples_split'),0.0002108208825251,spambase,ExtraTrees
4105,('bootstrap'; 'max_features'; 'min_samples_leaf'),0.013791709424102,spambase,ExtraTrees
4106,('bootstrap'; 'max_features'; 'min_samples_split'),0.0014964970699306,spambase,ExtraTrees
4107,criterion,0.117105262402088,spambase,DecisionTree
4108,max_features,0.399011583953251,spambase,DecisionTree
4109,min_samples_leaf,0.224849730436771,spambase,DecisionTree
4110,min_samples_split,0.004538698793574,spambase,DecisionTree
4111,('max_features'; 'min_samples_leaf'),0.0673145712747583,spambase,DecisionTree
4112,('criterion'; 'max_features'),0.0204259276362739,spambase,DecisionTree
4113,('max_features'; 'min_samples_split'),0.0166175093763,spambase,DecisionTree
4114,('criterion'; 'min_samples_leaf'),0.0158006699462773,spambase,DecisionTree
4115,('min_samples_leaf'; 'min_samples_split'),0.0142844170322478,spambase,DecisionTree
4116,('criterion'; 'min_samples_split'),0.0041222627018542,spambase,DecisionTree
4117,('criterion'; 'max_features'; 'min_samples_leaf'),0.0376010030359697,spambase,DecisionTree
4118,bootstrap,0.0611117857836329,spambase,RandomForest
4119,criterion,0.1238300658963427,spambase,RandomForest
4120,max_features,0.0959815749573053,spambase,RandomForest
4121,min_samples_leaf,0.5576762883274566,spambase,RandomForest
4122,min_samples_split,0.0018525115579063,spambase,RandomForest
4123,('max_features'; 'min_samples_leaf'),0.0227022280102374,spambase,RandomForest
4124,('bootstrap'; 'max_features'),0.0170929738281186,spambase,RandomForest
4125,('bootstrap'; 'min_samples_leaf'),0.0133470814973178,spambase,RandomForest
4126,('criterion'; 'max_features'),0.0120115316822949,spambase,RandomForest
4127,('criterion'; 'min_samples_leaf'),0.006923393985095,spambase,RandomForest
4128,('min_samples_leaf'; 'min_samples_split'),0.0055465618929274,spambase,RandomForest
4129,('max_features'; 'min_samples_split'),0.0034194297625729,spambase,RandomForest
4130,('criterion'; 'min_samples_split'),0.0011620449312673,spambase,RandomForest
4131,('bootstrap'; 'criterion'),0.0008720093794468,spambase,RandomForest
4132,('bootstrap'; 'min_samples_split'),0.0007860502080072,spambase,RandomForest
4133,('bootstrap'; 'max_features'; 'min_samples_leaf'),0.011018690395578,spambase,RandomForest
4134,('bootstrap'; 'max_features'; 'min_samples_split'),0.0015474656342661,spambase,RandomForest
4135,C,0.0025711768985166,spambase,SVM
4136,coef0,0.0191079668483487,spambase,SVM
4137,gamma,0.6009500516566877,spambase,SVM
4138,kernel,0.0131393476246318,spambase,SVM
4139,shrinking,0.0003766948604655,spambase,SVM
4140,tol,0.0052526035733343,spambase,SVM
4141,('gamma'; 'kernel'),0.1867835765999683,spambase,SVM
4142,('coef0'; 'gamma'),0.0338446869698658,spambase,SVM
4143,('C'; 'gamma'),0.0158808102207143,spambase,SVM
4144,('gamma'; 'tol'),0.0124017159066552,spambase,SVM
4145,('coef0'; 'kernel'),0.0107152673233252,spambase,SVM
4146,('coef0'; 'tol'),0.0057567237621406,spambase,SVM
4147,('C'; 'coef0'),0.0032535204279844,spambase,SVM
4148,('gamma'; 'shrinking'),0.003007908492541,spambase,SVM
4149,('shrinking'; 'tol'),0.0027907944571215,spambase,SVM
4150,('C'; 'tol'),0.0017242088627003,spambase,SVM
4151,('C'; 'kernel'; 'gamma'),0.0073000556585959,spambase,SVM
4152,algorithm,0.0017479783438632,analcatdata_authorship,AdaBoost
4153,learning_rate,0.0563460464411368,analcatdata_authorship,AdaBoost
4154,max_depth,0.753400926729358,analcatdata_authorship,AdaBoost
4155,n_estimators,0.009263611411265,analcatdata_authorship,AdaBoost
4156,('learning_rate'; 'max_depth'),0.0630643717285091,analcatdata_authorship,AdaBoost
4157,('max_depth'; 'n_estimators'),0.0229749230913396,analcatdata_authorship,AdaBoost
4158,('learning_rate'; 'n_estimators'),0.0180870005805052,analcatdata_authorship,AdaBoost
4159,('algorithm'; 'max_depth'),0.0122314411622479,analcatdata_authorship,AdaBoost
4160,('algorithm'; 'learning_rate'),0.0081916904268713,analcatdata_authorship,AdaBoost
4161,('algorithm'; 'n_estimators'),0.0016457277025475,analcatdata_authorship,AdaBoost
4162,('algorithm'; 'max_depth'; 'learning_rate'),0.0142624961138498,analcatdata_authorship,AdaBoost
4163,criterion,0.0002987256642746,analcatdata_authorship,GradientBoosting
4164,learning_rate,0.054612215085193,analcatdata_authorship,GradientBoosting
4165,max_depth,0.1736942533080095,analcatdata_authorship,GradientBoosting
4166,max_features,0.2583899714676605,analcatdata_authorship,GradientBoosting
4167,min_samples_leaf,0.0467937847233628,analcatdata_authorship,GradientBoosting
4168,min_samples_split,0.0028006778404584,analcatdata_authorship,GradientBoosting
4169,n_estimators,0.0060631086770437,analcatdata_authorship,GradientBoosting
4170,('max_depth'; 'max_features'),0.0540474015977429,analcatdata_authorship,GradientBoosting
4171,('learning_rate'; 'max_features'),0.0346309515443652,analcatdata_authorship,GradientBoosting
4172,('learning_rate'; 'max_depth'),0.0293260175808545,analcatdata_authorship,GradientBoosting
4173,('max_features'; 'min_samples_leaf'),0.0199037561381545,analcatdata_authorship,GradientBoosting
4174,('max_depth'; 'min_samples_leaf'),0.0175959863883243,analcatdata_authorship,GradientBoosting
4175,('learning_rate'; 'min_samples_leaf'),0.013635218423395,analcatdata_authorship,GradientBoosting
4176,('max_features'; 'n_estimators'),0.0097061299084383,analcatdata_authorship,GradientBoosting
4177,('max_depth'; 'min_samples_split'),0.0071865822726459,analcatdata_authorship,GradientBoosting
4178,('max_features'; 'min_samples_split'),0.0071566797290116,analcatdata_authorship,GradientBoosting
4179,('learning_rate'; 'n_estimators'),0.0065554641715729,analcatdata_authorship,GradientBoosting
4180,('criterion'; 'max_features'; 'min_samples_leaf'),0.0007148945080628,analcatdata_authorship,GradientBoosting
4181,bootstrap,0.0545276542371197,analcatdata_authorship,ExtraTrees
4182,criterion,0.0031285248536721,analcatdata_authorship,ExtraTrees
4183,max_features,0.1641056626280026,analcatdata_authorship,ExtraTrees
4184,min_samples_leaf,0.3126017283350025,analcatdata_authorship,ExtraTrees
4185,min_samples_split,0.0051454101153014,analcatdata_authorship,ExtraTrees
4186,('max_features'; 'min_samples_leaf'),0.1024758947734218,analcatdata_authorship,ExtraTrees
4187,('bootstrap'; 'min_samples_leaf'),0.051018794011621,analcatdata_authorship,ExtraTrees
4188,('bootstrap'; 'max_features'),0.035959476630363,analcatdata_authorship,ExtraTrees
4189,('criterion'; 'max_features'),0.0228764241276009,analcatdata_authorship,ExtraTrees
4190,('min_samples_leaf'; 'min_samples_split'),0.0158260149692838,analcatdata_authorship,ExtraTrees
4191,('max_features'; 'min_samples_split'),0.0124830842023715,analcatdata_authorship,ExtraTrees
4192,('criterion'; 'min_samples_leaf'),0.0121050634437193,analcatdata_authorship,ExtraTrees
4193,('bootstrap'; 'min_samples_split'),0.0055514366436583,analcatdata_authorship,ExtraTrees
4194,('bootstrap'; 'criterion'),0.0043157121997213,analcatdata_authorship,ExtraTrees
4195,('criterion'; 'min_samples_split'),0.0018767721452939,analcatdata_authorship,ExtraTrees
4196,('bootstrap'; 'max_features'; 'min_samples_leaf'),0.0530470156274325,analcatdata_authorship,ExtraTrees
4197,('bootstrap'; 'max_features'; 'min_samples_split'),0.0072063856981288,analcatdata_authorship,ExtraTrees
4198,criterion,0.0378907396381776,analcatdata_authorship,DecisionTree
4199,max_features,0.473219488972093,analcatdata_authorship,DecisionTree
4200,min_samples_leaf,0.23014325006916,analcatdata_authorship,DecisionTree
4201,min_samples_split,0.0058093922567436,analcatdata_authorship,DecisionTree
4202,('max_features'; 'min_samples_leaf'),0.0626807967617836,analcatdata_authorship,DecisionTree
4203,('criterion'; 'max_features'),0.0225567438424778,analcatdata_authorship,DecisionTree
4204,('min_samples_leaf'; 'min_samples_split'),0.0215474327224074,analcatdata_authorship,DecisionTree
4205,('max_features'; 'min_samples_split'),0.0193949176303333,analcatdata_authorship,DecisionTree
4206,('criterion'; 'min_samples_leaf'),0.0093252730673512,analcatdata_authorship,DecisionTree
4207,('criterion'; 'min_samples_split'),0.0033788143189568,analcatdata_authorship,DecisionTree
4208,('criterion'; 'max_features'; 'min_samples_leaf'),0.0320817178584102,analcatdata_authorship,DecisionTree
4209,bootstrap,0.0040194647457623,analcatdata_authorship,RandomForest
4210,criterion,0.0003890470911269,analcatdata_authorship,RandomForest
4211,max_features,0.632488544958502,analcatdata_authorship,RandomForest
4212,min_samples_leaf,0.1971268573708141,analcatdata_authorship,RandomForest
4213,min_samples_split,0.0025355881123612,analcatdata_authorship,RandomForest
4214,('max_features'; 'min_samples_leaf'),0.0544983238202109,analcatdata_authorship,RandomForest
4215,('bootstrap'; 'max_features'),0.0237660316866267,analcatdata_authorship,RandomForest
4216,('max_features'; 'min_samples_split'),0.0085535519662095,analcatdata_authorship,RandomForest
4217,('min_samples_leaf'; 'min_samples_split'),0.0067343776555302,analcatdata_authorship,RandomForest
4218,('criterion'; 'max_features'),0.0036970376805215,analcatdata_authorship,RandomForest
4219,('bootstrap'; 'min_samples_leaf'),0.0024211132033827,analcatdata_authorship,RandomForest
4220,('criterion'; 'min_samples_leaf'),0.0014219599348334,analcatdata_authorship,RandomForest
4221,('bootstrap'; 'min_samples_split'),0.0006542500374511,analcatdata_authorship,RandomForest
4222,('criterion'; 'min_samples_split'),0.0004898009026309,analcatdata_authorship,RandomForest
4223,('bootstrap'; 'criterion'),0.0004770054502359,analcatdata_authorship,RandomForest
4224,('bootstrap'; 'max_features'; 'min_samples_leaf'),0.0128110384121719,analcatdata_authorship,RandomForest
